Time,CO₂(ppm),Temperature(°C),Humidity(%),Pressure(hPa)
1/5/2021 6:56:51 AM,"592","22.8","37","1016"
1/5/2021 6:57:51 AM,"592","22.8","37","1016"
1/5/2021 6:58:51 AM,"600","22.8","37","1016"
1/5/2021 6:59:51 AM,"600","22.8","37","1016"
1/5/2021 7:00:51 AM,"600","22.8","37","1016"
1/5/2021 7:01:51 AM,"600","22.8","37","1016"
1/5/2021 7:02:51 AM,"600","22.8","37","1016"
1/5/2021 7:03:51 AM,"610","22.8","37","1016"
1/5/2021 7:04:51 AM,"610","22.8","37","1016"
1/5/2021 7:05:51 AM,"610","22.8","37","1016"
1/5/2021 7:06:51 AM,"610","22.8","37","1016"
1/5/2021 7:07:51 AM,"610","22.8","37","1016"
1/5/2021 7:08:51 AM,"603","22.8","37","1016"
1/5/2021 7:09:51 AM,"603","22.8","37","1016"
1/5/2021 7:10:51 AM,"603","22.8","37","1016"
1/5/2021 7:11:51 AM,"603","22.8","37","1016"
1/5/2021 7:12:51 AM,"603","22.8","37","1016"
1/5/2021 7:13:51 AM,"596","22.8","37","1016"
1/5/2021 7:14:51 AM,"596","22.8","37","1016"
1/5/2021 7:15:51 AM,"596","22.8","37","1016"
1/5/2021 7:16:51 AM,"596","22.8","37","1016"
1/5/2021 7:17:51 AM,"596","22.8","37","1016"
1/5/2021 7:18:51 AM,"604","22.9","37","1016"
1/5/2021 7:19:51 AM,"604","22.9","37","1016"
1/5/2021 7:20:51 AM,"604","22.9","37","1016"
1/5/2021 7:21:51 AM,"604","22.9","37","1016"
1/5/2021 7:22:51 AM,"604","22.9","37","1016"
1/5/2021 7:23:51 AM,"622","22.9","37","1016"
1/5/2021 7:24:51 AM,"622","22.9","37","1016"
1/5/2021 7:25:51 AM,"622","22.9","37","1016"
1/5/2021 7:26:51 AM,"622","22.9","37","1016"
1/5/2021 7:27:51 AM,"622","22.9","37","1016"
1/5/2021 7:28:51 AM,"626","22.9","37","1016"
1/5/2021 7:29:51 AM,"626","22.9","37","1016"
1/5/2021 7:30:51 AM,"626","22.9","37","1016"
1/5/2021 7:31:51 AM,"626","22.9","37","1016"
1/5/2021 7:32:51 AM,"626","22.9","37","1016"
1/5/2021 7:33:51 AM,"627","22.9","37","1016"
1/5/2021 7:34:51 AM,"627","22.9","37","1016"
1/5/2021 7:35:51 AM,"627","22.9","37","1016"
1/5/2021 7:36:51 AM,"627","22.9","37","1016"
1/5/2021 7:37:51 AM,"627","22.9","37","1016"
1/5/2021 7:38:51 AM,"705","22.9","37","1016"
1/5/2021 7:39:51 AM,"705","22.9","37","1016"
1/5/2021 7:40:51 AM,"705","22.9","37","1016"
1/5/2021 7:41:51 AM,"705","22.9","37","1016"
1/5/2021 7:42:51 AM,"705","22.9","37","1016"
1/5/2021 7:43:51 AM,"731","22.9","37","1017"
1/5/2021 7:44:51 AM,"731","22.9","37","1017"
1/5/2021 7:45:51 AM,"731","22.9","37","1017"
1/5/2021 7:46:51 AM,"731","22.9","37","1017"
1/5/2021 7:47:51 AM,"731","22.9","37","1017"
1/5/2021 7:48:51 AM,"731","22.9","37","1017"
1/5/2021 7:49:51 AM,"731","22.9","37","1017"
1/5/2021 7:50:51 AM,"731","22.9","37","1017"
1/5/2021 7:51:51 AM,"731","22.9","37","1017"
1/5/2021 7:52:51 AM,"731","22.9","37","1017"
1/5/2021 7:53:51 AM,"772","22.9","37","1017"
1/5/2021 7:54:51 AM,"772","22.9","37","1017"
1/5/2021 7:55:51 AM,"772","22.9","37","1017"
1/5/2021 7:56:51 AM,"772","22.9","37","1017"
1/5/2021 7:57:51 AM,"772","22.9","37","1017"
1/5/2021 7:58:51 AM,"826","22.9","37","1017"
1/5/2021 7:59:51 AM,"826","22.9","37","1017"
1/5/2021 8:00:51 AM,"826","22.9","37","1017"
1/5/2021 8:01:51 AM,"826","22.9","37","1017"
1/5/2021 8:02:51 AM,"826","22.9","37","1017"
1/5/2021 8:03:51 AM,"888","22.9","38","1017"
1/5/2021 8:04:51 AM,"888","22.9","38","1017"
1/5/2021 8:05:51 AM,"888","22.9","38","1017"
1/5/2021 8:06:51 AM,"888","22.9","38","1017"
1/5/2021 8:07:51 AM,"888","22.9","38","1017"
1/5/2021 8:08:51 AM,"914","23.0","38","1017"
1/5/2021 8:09:51 AM,"914","23.0","38","1017"
1/5/2021 8:10:51 AM,"914","23.0","38","1017"
1/5/2021 8:11:51 AM,"914","23.0","38","1017"
1/5/2021 8:12:51 AM,"914","23.0","38","1017"
1/5/2021 8:13:51 AM,"926","23.0","38","1017"
1/5/2021 8:14:51 AM,"926","23.0","38","1017"
1/5/2021 8:15:51 AM,"926","23.0","38","1017"
1/5/2021 8:16:51 AM,"926","23.0","38","1017"
1/5/2021 8:17:51 AM,"926","23.0","38","1017"
1/5/2021 8:18:51 AM,"893","23.0","38","1017"
1/5/2021 8:19:51 AM,"893","23.0","38","1017"
1/5/2021 8:20:51 AM,"893","23.0","38","1017"
1/5/2021 8:21:51 AM,"893","23.0","38","1017"
1/5/2021 8:22:51 AM,"893","23.0","38","1017"
1/5/2021 8:23:51 AM,"861","22.9","38","1017"
1/5/2021 8:24:51 AM,"861","22.9","38","1017"
1/5/2021 8:25:51 AM,"861","22.9","38","1017"
1/5/2021 8:26:51 AM,"861","22.9","38","1017"
1/5/2021 8:27:51 AM,"861","22.9","38","1017"
1/5/2021 8:28:51 AM,"816","22.8","37","1017"
1/5/2021 8:29:51 AM,"816","22.8","37","1017"
1/5/2021 8:30:51 AM,"816","22.8","37","1017"
1/5/2021 8:31:51 AM,"816","22.8","37","1017"
1/5/2021 8:32:51 AM,"816","22.8","37","1017"
1/5/2021 8:33:51 AM,"775","22.8","37","1017"
1/5/2021 8:34:51 AM,"775","22.8","37","1017"
1/5/2021 8:35:51 AM,"775","22.8","37","1017"
1/5/2021 8:36:51 AM,"775","22.8","37","1017"
1/5/2021 8:37:51 AM,"775","22.8","37","1017"
1/5/2021 8:38:51 AM,"752","22.8","37","1017"
1/5/2021 8:39:51 AM,"752","22.8","37","1017"
1/5/2021 8:40:51 AM,"752","22.8","37","1017"
1/5/2021 8:41:51 AM,"752","22.8","37","1017"
1/5/2021 8:42:51 AM,"752","22.8","37","1017"
1/5/2021 8:43:51 AM,"726","22.8","37","1017"
1/5/2021 8:44:51 AM,"726","22.8","37","1017"
1/5/2021 8:45:51 AM,"726","22.8","37","1017"
1/5/2021 8:46:51 AM,"726","22.8","37","1017"
1/5/2021 8:47:51 AM,"726","22.8","37","1017"
1/5/2021 8:48:51 AM,"761","22.9","37","1017"
1/5/2021 8:49:51 AM,"761","22.9","37","1017"
1/5/2021 8:50:51 AM,"761","22.9","37","1017"
1/5/2021 8:51:51 AM,"761","22.9","37","1017"
1/5/2021 8:52:51 AM,"761","22.9","37","1017"
1/5/2021 8:53:51 AM,"791","23.0","37","1017"
1/5/2021 8:54:51 AM,"791","23.0","37","1017"
1/5/2021 8:55:51 AM,"791","23.0","37","1017"
1/5/2021 8:56:51 AM,"791","23.0","37","1017"
1/5/2021 8:57:51 AM,"791","23.0","37","1017"
1/5/2021 8:58:51 AM,"773","23.0","37","1017"
1/5/2021 8:59:51 AM,"773","23.0","37","1017"
1/5/2021 9:00:51 AM,"773","23.0","37","1017"
1/5/2021 9:01:51 AM,"773","23.0","37","1017"
1/5/2021 9:02:51 AM,"773","23.0","37","1017"
1/5/2021 9:03:51 AM,"777","23.0","37","1017"
1/5/2021 9:04:51 AM,"777","23.0","37","1017"
1/5/2021 9:05:51 AM,"777","23.0","37","1017"
1/5/2021 9:06:51 AM,"777","23.0","37","1017"
1/5/2021 9:07:51 AM,"777","23.0","37","1017"
1/5/2021 9:08:51 AM,"772","23.0","37","1017"
1/5/2021 9:09:51 AM,"772","23.0","37","1017"
1/5/2021 9:10:51 AM,"772","23.0","37","1017"
1/5/2021 9:11:51 AM,"772","23.0","37","1017"
1/5/2021 9:12:51 AM,"772","23.0","37","1017"
1/5/2021 9:13:51 AM,"769","23.0","37","1017"
1/5/2021 9:14:51 AM,"769","23.0","37","1017"
1/5/2021 9:15:51 AM,"769","23.0","37","1017"
1/5/2021 9:16:51 AM,"769","23.0","37","1017"
1/5/2021 9:17:51 AM,"769","23.0","37","1017"
1/5/2021 9:18:51 AM,"771","22.9","37","1017"
1/5/2021 9:19:51 AM,"771","22.9","37","1017"
1/5/2021 9:20:51 AM,"771","22.9","37","1017"
1/5/2021 9:21:51 AM,"771","22.9","37","1017"
1/5/2021 9:22:51 AM,"771","22.9","37","1017"
1/5/2021 9:23:51 AM,"802","22.8","37","1017"
1/5/2021 9:24:51 AM,"802","22.8","37","1017"
1/5/2021 9:25:51 AM,"802","22.8","37","1017"
1/5/2021 9:26:51 AM,"802","22.8","37","1017"
1/5/2021 9:27:51 AM,"802","22.8","37","1017"
1/5/2021 9:28:51 AM,"804","22.8","38","1017"
1/5/2021 9:29:51 AM,"804","22.8","38","1017"
1/5/2021 9:30:51 AM,"804","22.8","38","1017"
1/5/2021 9:31:51 AM,"804","22.8","38","1017"
1/5/2021 9:32:51 AM,"804","22.8","38","1017"
1/5/2021 9:33:51 AM,"763","22.7","37","1017"
1/5/2021 9:34:51 AM,"763","22.7","37","1017"
1/5/2021 9:35:51 AM,"763","22.7","37","1017"
1/5/2021 9:36:51 AM,"763","22.7","37","1017"
1/5/2021 9:37:51 AM,"763","22.7","37","1017"
1/5/2021 9:38:51 AM,"751","22.5","37","1017"
1/5/2021 9:39:51 AM,"751","22.5","37","1017"
1/5/2021 9:40:51 AM,"751","22.5","37","1017"
1/5/2021 9:41:51 AM,"751","22.5","37","1017"
1/5/2021 9:42:51 AM,"751","22.5","37","1017"
1/5/2021 9:43:51 AM,"742","22.4","37","1017"
1/5/2021 9:44:51 AM,"742","22.4","37","1017"
1/5/2021 9:45:51 AM,"742","22.4","37","1017"
1/5/2021 9:46:51 AM,"742","22.4","37","1017"
1/5/2021 9:47:51 AM,"742","22.4","37","1017"
1/5/2021 9:48:51 AM,"726","22.4","37","1017"
1/5/2021 9:49:51 AM,"726","22.4","37","1017"
1/5/2021 9:50:51 AM,"726","22.4","37","1017"
1/5/2021 9:51:51 AM,"726","22.4","37","1017"
1/5/2021 9:52:51 AM,"726","22.4","37","1017"
1/5/2021 9:53:51 AM,"723","22.3","37","1017"
1/5/2021 9:54:51 AM,"723","22.3","37","1017"
1/5/2021 9:55:51 AM,"723","22.3","37","1017"
1/5/2021 9:56:51 AM,"723","22.3","37","1017"
1/5/2021 9:57:51 AM,"723","22.3","37","1017"
1/5/2021 9:58:51 AM,"715","22.3","38","1017"
1/5/2021 9:59:51 AM,"715","22.3","38","1017"
1/5/2021 10:00:51 AM,"715","22.3","38","1017"
1/5/2021 10:01:51 AM,"715","22.3","38","1017"
1/5/2021 10:02:51 AM,"715","22.3","38","1017"
1/5/2021 10:03:51 AM,"738","22.3","38","1017"
1/5/2021 10:04:51 AM,"738","22.3","38","1017"
1/5/2021 10:05:51 AM,"738","22.3","38","1017"
1/5/2021 10:06:51 AM,"738","22.3","38","1017"
1/5/2021 10:07:51 AM,"738","22.3","38","1017"
1/5/2021 10:08:51 AM,"713","22.3","38","1017"
1/5/2021 10:09:51 AM,"713","22.3","38","1017"
1/5/2021 10:10:51 AM,"713","22.3","38","1017"
1/5/2021 10:11:51 AM,"713","22.3","38","1017"
1/5/2021 10:12:51 AM,"713","22.3","38","1017"
1/5/2021 10:13:51 AM,"721","22.3","38","1017"
1/5/2021 10:14:51 AM,"721","22.3","38","1017"
1/5/2021 10:15:51 AM,"721","22.3","38","1017"
1/5/2021 10:16:51 AM,"721","22.3","38","1017"
1/5/2021 10:17:51 AM,"721","22.3","38","1017"
1/5/2021 10:18:51 AM,"709","22.3","37","1017"
1/5/2021 10:19:51 AM,"709","22.3","37","1017"
1/5/2021 10:20:51 AM,"709","22.3","37","1017"
1/5/2021 10:21:51 AM,"709","22.3","37","1017"
1/5/2021 10:22:51 AM,"709","22.3","37","1017"
1/5/2021 10:23:51 AM,"701","22.2","37","1017"
1/5/2021 10:24:51 AM,"701","22.2","37","1017"
1/5/2021 10:25:51 AM,"701","22.2","37","1017"
1/5/2021 10:26:51 AM,"701","22.2","37","1017"
1/5/2021 10:27:51 AM,"701","22.2","37","1017"
1/5/2021 10:28:51 AM,"682","22.1","37","1017"
1/5/2021 10:29:51 AM,"682","22.1","37","1017"
1/5/2021 10:30:51 AM,"682","22.1","37","1017"
1/5/2021 10:31:51 AM,"682","22.1","37","1017"
1/5/2021 10:32:51 AM,"682","22.1","37","1017"
1/5/2021 10:33:51 AM,"667","22.1","37","1017"
1/5/2021 10:34:51 AM,"667","22.1","37","1017"
1/5/2021 10:35:51 AM,"667","22.1","37","1017"
1/5/2021 10:36:51 AM,"667","22.1","37","1017"
1/5/2021 10:37:51 AM,"667","22.1","37","1017"
1/5/2021 10:38:51 AM,"702","22.0","37","1017"
1/5/2021 10:39:51 AM,"702","22.0","37","1017"
1/5/2021 10:40:51 AM,"702","22.0","37","1017"
1/5/2021 10:41:51 AM,"702","22.0","37","1017"
1/5/2021 10:42:51 AM,"702","22.0","37","1017"
1/5/2021 10:43:51 AM,"684","22.2","37","1017"
1/5/2021 10:44:51 AM,"684","22.2","37","1017"
1/5/2021 10:45:51 AM,"684","22.2","37","1017"
1/5/2021 10:46:51 AM,"684","22.2","37","1017"
1/5/2021 10:47:51 AM,"684","22.2","37","1017"
1/5/2021 10:48:51 AM,"685","22.3","37","1017"
1/5/2021 10:49:51 AM,"685","22.3","37","1017"
1/5/2021 10:50:51 AM,"685","22.3","37","1017"
1/5/2021 10:51:51 AM,"685","22.3","37","1017"
1/5/2021 10:52:51 AM,"685","22.3","37","1017"
1/5/2021 10:53:51 AM,"699","22.3","37","1017"
1/5/2021 10:54:51 AM,"699","22.3","37","1017"
1/5/2021 10:55:51 AM,"699","22.3","37","1017"
1/5/2021 10:56:51 AM,"699","22.3","37","1017"
1/5/2021 10:57:51 AM,"699","22.3","37","1017"
1/5/2021 10:58:51 AM,"700","22.4","37","1017"
1/5/2021 10:59:51 AM,"700","22.4","37","1017"
1/5/2021 11:00:51 AM,"700","22.4","37","1017"
1/5/2021 11:01:51 AM,"700","22.4","37","1017"
1/5/2021 11:02:51 AM,"700","22.4","37","1017"
1/5/2021 11:03:51 AM,"715","22.4","37","1017"
1/5/2021 11:04:51 AM,"715","22.4","37","1017"
1/5/2021 11:05:51 AM,"715","22.4","37","1017"
1/5/2021 11:06:51 AM,"715","22.4","37","1017"
1/5/2021 11:07:51 AM,"715","22.4","37","1017"
1/5/2021 11:08:51 AM,"721","22.4","37","1017"
1/5/2021 11:09:51 AM,"721","22.4","37","1017"
1/5/2021 11:10:51 AM,"721","22.4","37","1017"
1/5/2021 11:11:51 AM,"721","22.4","37","1017"
1/5/2021 11:12:51 AM,"721","22.4","37","1017"
1/5/2021 11:13:51 AM,"741","22.5","37","1017"
1/5/2021 11:14:51 AM,"741","22.5","37","1017"
1/5/2021 11:15:51 AM,"741","22.5","37","1017"
1/5/2021 11:16:51 AM,"741","22.5","37","1017"
1/5/2021 11:17:51 AM,"741","22.5","37","1017"
1/5/2021 11:18:51 AM,"739","22.4","37","1017"
1/5/2021 11:19:51 AM,"739","22.4","37","1017"
1/5/2021 11:20:51 AM,"739","22.4","37","1017"
1/5/2021 11:21:51 AM,"739","22.4","37","1017"
1/5/2021 11:22:51 AM,"739","22.4","37","1017"
1/5/2021 11:23:51 AM,"742","22.5","37","1017"
1/5/2021 11:24:51 AM,"742","22.5","37","1017"
1/5/2021 11:25:51 AM,"742","22.5","37","1017"
1/5/2021 11:26:51 AM,"742","22.5","37","1017"
1/5/2021 11:27:51 AM,"742","22.5","37","1017"
1/5/2021 11:28:51 AM,"757","22.5","37","1017"
1/5/2021 11:29:51 AM,"757","22.5","37","1017"
1/5/2021 11:30:51 AM,"757","22.5","37","1017"
1/5/2021 11:31:51 AM,"757","22.5","37","1017"
1/5/2021 11:32:51 AM,"757","22.5","37","1017"
1/5/2021 11:33:51 AM,"748","22.5","38","1017"
1/5/2021 11:34:51 AM,"748","22.5","38","1017"
1/5/2021 11:35:51 AM,"748","22.5","38","1017"
1/5/2021 11:36:51 AM,"748","22.5","38","1017"
1/5/2021 11:37:51 AM,"748","22.5","38","1017"
1/5/2021 11:38:51 AM,"759","22.5","38","1017"
1/5/2021 11:39:51 AM,"759","22.5","38","1017"
1/5/2021 11:40:51 AM,"759","22.5","38","1017"
1/5/2021 11:41:51 AM,"759","22.5","38","1017"
1/5/2021 11:42:51 AM,"759","22.5","38","1017"
1/5/2021 11:43:51 AM,"754","22.5","38","1017"
1/5/2021 11:44:51 AM,"754","22.5","38","1017"
1/5/2021 11:45:51 AM,"754","22.5","38","1017"
1/5/2021 11:46:51 AM,"754","22.5","38","1017"
1/5/2021 11:47:51 AM,"754","22.5","38","1017"
1/5/2021 11:48:51 AM,"762","22.5","38","1017"
1/5/2021 11:49:51 AM,"762","22.5","38","1017"
1/5/2021 11:50:51 AM,"762","22.5","38","1017"
1/5/2021 11:51:51 AM,"762","22.5","38","1017"
1/5/2021 11:52:51 AM,"762","22.5","38","1017"
1/5/2021 11:53:51 AM,"781","22.5","38","1017"
1/5/2021 11:54:51 AM,"781","22.5","38","1017"
1/5/2021 11:55:51 AM,"781","22.5","38","1017"
1/5/2021 11:56:51 AM,"781","22.5","38","1017"
1/5/2021 11:57:51 AM,"781","22.5","38","1017"
1/5/2021 11:58:51 AM,"785","22.6","38","1017"
1/5/2021 11:59:51 AM,"785","22.6","38","1017"
1/5/2021 12:00:51 PM,"785","22.6","38","1017"
1/5/2021 12:01:51 PM,"785","22.6","38","1017"
1/5/2021 12:02:51 PM,"785","22.6","38","1017"
1/5/2021 12:03:51 PM,"779","22.6","38","1017"
1/5/2021 12:04:51 PM,"779","22.6","38","1017"
1/5/2021 12:05:51 PM,"779","22.6","38","1017"
1/5/2021 12:06:51 PM,"779","22.6","38","1017"
1/5/2021 12:07:51 PM,"779","22.6","38","1017"
1/5/2021 12:08:51 PM,"770","22.5","38","1017"
1/5/2021 12:09:51 PM,"770","22.5","38","1017"
1/5/2021 12:10:51 PM,"770","22.5","38","1017"
1/5/2021 12:11:51 PM,"770","22.5","38","1017"
1/5/2021 12:12:51 PM,"770","22.5","38","1017"
1/5/2021 12:13:51 PM,"792","22.5","38","1017"
1/5/2021 12:14:51 PM,"792","22.5","38","1017"
1/5/2021 12:15:51 PM,"792","22.5","38","1017"
1/5/2021 12:16:51 PM,"792","22.5","38","1017"
1/5/2021 12:17:51 PM,"792","22.5","38","1017"
1/5/2021 12:18:51 PM,"809","22.5","38","1017"
1/5/2021 12:19:51 PM,"809","22.5","38","1017"
1/5/2021 12:20:51 PM,"809","22.5","38","1017"
1/5/2021 12:21:51 PM,"809","22.5","38","1017"
1/5/2021 12:22:51 PM,"809","22.5","38","1017"
1/5/2021 12:23:51 PM,"784","22.5","38","1017"
1/5/2021 12:24:51 PM,"784","22.5","38","1017"
1/5/2021 12:25:51 PM,"784","22.5","38","1017"
1/5/2021 12:26:51 PM,"784","22.5","38","1017"
1/5/2021 12:27:51 PM,"784","22.5","38","1017"
1/5/2021 12:28:51 PM,"818","22.5","38","1017"
1/5/2021 12:29:51 PM,"818","22.5","38","1017"
1/5/2021 12:30:51 PM,"818","22.5","38","1017"
1/5/2021 12:31:51 PM,"818","22.5","38","1017"
1/5/2021 12:32:51 PM,"818","22.5","38","1017"
1/5/2021 12:33:51 PM,"805","22.5","38","1017"
1/5/2021 12:34:51 PM,"805","22.5","38","1017"
1/5/2021 12:35:51 PM,"805","22.5","38","1017"
1/5/2021 12:36:51 PM,"805","22.5","38","1017"
1/5/2021 12:37:51 PM,"805","22.5","38","1017"
1/5/2021 12:38:51 PM,"800","22.5","38","1017"
1/5/2021 12:39:51 PM,"800","22.5","38","1017"
1/5/2021 12:40:51 PM,"800","22.5","38","1017"
1/5/2021 12:41:51 PM,"800","22.5","38","1017"
1/5/2021 12:42:51 PM,"800","22.5","38","1017"
1/5/2021 12:43:51 PM,"820","22.5","38","1017"
1/5/2021 12:44:51 PM,"820","22.5","38","1017"
1/5/2021 12:45:51 PM,"820","22.5","38","1017"
1/5/2021 12:46:51 PM,"820","22.5","38","1017"
1/5/2021 12:47:51 PM,"820","22.5","38","1017"
1/5/2021 12:48:51 PM,"790","22.5","38","1017"
1/5/2021 12:49:51 PM,"790","22.5","38","1017"
1/5/2021 12:50:51 PM,"790","22.5","38","1017"
1/5/2021 12:51:51 PM,"790","22.5","38","1017"
1/5/2021 12:52:51 PM,"790","22.5","38","1017"
1/5/2021 12:53:51 PM,"769","22.5","38","1017"
1/5/2021 12:54:51 PM,"769","22.5","38","1017"
1/5/2021 12:55:51 PM,"769","22.5","38","1017"
1/5/2021 12:56:51 PM,"769","22.5","38","1017"
1/5/2021 12:57:51 PM,"769","22.5","38","1017"
1/5/2021 12:58:51 PM,"763","22.5","38","1017"
1/5/2021 12:59:51 PM,"763","22.5","38","1017"
1/5/2021 1:00:51 PM,"763","22.5","38","1017"
1/5/2021 1:01:51 PM,"763","22.5","38","1017"
1/5/2021 1:02:51 PM,"763","22.5","38","1017"
1/5/2021 1:03:51 PM,"743","22.5","38","1017"
1/5/2021 1:04:51 PM,"743","22.5","38","1017"
1/5/2021 1:05:51 PM,"743","22.5","38","1017"
1/5/2021 1:06:51 PM,"743","22.5","38","1017"
1/5/2021 1:07:51 PM,"743","22.5","38","1017"
1/5/2021 1:08:51 PM,"770","22.4","38","1017"
1/5/2021 1:09:51 PM,"770","22.4","38","1017"
1/5/2021 1:10:51 PM,"770","22.4","38","1017"
1/5/2021 1:11:51 PM,"770","22.4","38","1017"
1/5/2021 1:12:51 PM,"770","22.4","38","1017"
1/5/2021 1:13:51 PM,"758","22.4","38","1017"
1/5/2021 1:14:51 PM,"758","22.4","38","1017"
1/5/2021 1:15:51 PM,"758","22.4","38","1017"
1/5/2021 1:16:51 PM,"758","22.4","38","1017"
1/5/2021 1:17:51 PM,"758","22.4","38","1017"
1/5/2021 1:18:51 PM,"761","22.4","37","1017"
1/5/2021 1:19:51 PM,"761","22.4","37","1017"
1/5/2021 1:20:51 PM,"761","22.4","37","1017"
1/5/2021 1:21:51 PM,"761","22.4","37","1017"
1/5/2021 1:22:51 PM,"761","22.4","37","1017"
1/5/2021 1:23:51 PM,"756","22.4","37","1017"
1/5/2021 1:24:51 PM,"756","22.4","37","1017"
1/5/2021 1:25:51 PM,"756","22.4","37","1017"
1/5/2021 1:26:51 PM,"756","22.4","37","1017"
1/5/2021 1:27:51 PM,"756","22.4","37","1017"
1/5/2021 1:28:51 PM,"759","22.4","38","1017"
1/5/2021 1:29:51 PM,"759","22.4","38","1017"
1/5/2021 1:30:51 PM,"759","22.4","38","1017"
1/5/2021 1:31:51 PM,"759","22.4","38","1017"
1/5/2021 1:32:51 PM,"759","22.4","38","1017"
1/5/2021 1:33:51 PM,"807","22.4","38","1017"
1/5/2021 1:34:51 PM,"807","22.4","38","1017"
1/5/2021 1:35:51 PM,"807","22.4","38","1017"
1/5/2021 1:36:51 PM,"807","22.4","38","1017"
1/5/2021 1:37:51 PM,"807","22.4","38","1017"
1/5/2021 1:38:51 PM,"831","22.5","38","1016"
1/5/2021 1:39:51 PM,"831","22.5","38","1016"
1/5/2021 1:40:51 PM,"831","22.5","38","1016"
1/5/2021 1:41:51 PM,"831","22.5","38","1016"
1/5/2021 1:42:51 PM,"831","22.5","38","1016"
1/5/2021 1:43:51 PM,"845","22.5","39","1016"
1/5/2021 1:44:51 PM,"845","22.5","39","1016"
1/5/2021 1:45:51 PM,"845","22.5","39","1016"
1/5/2021 1:46:51 PM,"845","22.5","39","1016"
1/5/2021 1:47:51 PM,"845","22.5","39","1016"
1/5/2021 1:48:51 PM,"852","22.6","39","1016"
1/5/2021 1:49:51 PM,"852","22.6","39","1016"
1/5/2021 1:50:51 PM,"852","22.6","39","1016"
1/5/2021 1:51:51 PM,"852","22.6","39","1016"
1/5/2021 1:52:51 PM,"852","22.6","39","1016"
1/5/2021 1:53:51 PM,"861","22.6","39","1016"
1/5/2021 1:54:51 PM,"861","22.6","39","1016"
1/5/2021 1:55:51 PM,"861","22.6","39","1016"
1/5/2021 1:56:51 PM,"861","22.6","39","1016"
